[1.39152087119,5.50065707131]
[-2.51857146544,1.65545232036]
[-0.779750886086,2.84046188279]
[-0.324076753672,3.49993692342]
[0.17949477224,5.85185412883]
[3.05311227733,1.15774438374]
[2.55236386954,2.16332730172]
[3.086742184,1.66831589431]
[0.545808166661,5.45316671082]
[0.582047364552,3.6645006492]
[1.79153460252,3.229373598]
[0.240814397036,3.99082080012]
[-2.3968430895,2.89415112996]
[1.94713665859,0.00342680610353]
[1.72646611234,1.29229373764]
[-3.17946394621,1.93187826373]
[3.06516862507,0.429458940683]
[0.754695680342,4.72803994555]
[2.13329535218,0.311150941269]
[1.15133753738,2.18533669281]
[1.49990684857,2.75320606062]
[2.26573173996,0.803900685987]
[-1.74812629329,3.45753474364]
[-2.09582274266,3.08969411493]
[0.122018586625,2.37707004738]
[0.561038682725,3.63012315614]
[-1.49069198712,3.87132316601]
[0.231246861739,5.31604783751]
[1.62373922002,-0.37634920672]
[-1.95832926828,3.44360395847]
[1.01439746264,4.81650485092]
[2.2246855973,-0.0160893717924]
[0.940502006686,6.68453267867]
[1.04376233579,4.32012541156]
[2.33171278114,3.9056391987]
[-0.666001804465,4.66573618207]
[0.453691537015,3.99665560729]
[-3.31095090236,2.74467076227]
[-1.69798152331,4.43307719876]
[-2.41709513216,2.08789492424]
[0.324413578616,2.52904251226]
[2.16778855189,0.682365110171]
[3.2762071714,1.00135159756]
[1.00067256834,2.69002254417]
[-1.18422826724,4.2201848647]
[0.323976478611,3.78259801515]
[-2.23331715493,2.61496501845]
[-2.58508018971,2.19842788543]
[2.25265869414,2.27151186637]
[1.22188900971,2.33832632527]
[1.85337521975,0.990974481213]
[0.00742393622255,4.61344135069]
[3.08358381375,-0.084576182864]
[0.494877454499,5.70085262876]
[1.95394268935,1.94120633186]
[2.03115954169,-0.339772571115]
[-2.09201490543,3.37362966649]
[0.0633735860498,3.01115964145]
[0.253965677263,3.58445012307]
[0.684209466499,6.30141361783]
[-1.51964047565,3.63825862906]
[3.04557132872,1.92251829592]
[1.29343070484,4.82382794202]
[0.827706568661,5.45493878906]
[2.21876399136,3.08957004609]
[2.53535848965,-0.446071639046]
[-2.02594644564,4.01714231782]
[4.92086916777,0.222148708784]
[-0.205361236366,3.9686960271]
[1.69625380869,3.20088111449]
[-2.67832940588,2.98440559448]
[-1.79979733696,3.92873027123]
[-2.2756224134,2.57040965899]
[1.19313323241,1.40839889001]
[1.58685544914,-0.123573732181]
[0.983761848667,0.778199953118]
[-1.18075570417,2.72496332313]
[3.45633829737,0.425816629039]
[-0.675546956849,4.79036567628]
[0.229275337658,4.07664736279]
[1.75249136623,-0.487861918595]
[1.72338549506,1.53719746018]
[2.18828669127,-0.52104884622]
[0.573521558646,2.13561667563]
[3.24988085644,1.01321163665]
[-0.323125384836,4.92914275683]
[2.69444111955,0.650463316609]
[-1.87621762522,3.13527114063]
[-1.04819669768,2.65838430854]
[-1.7717120109,2.49698509675]
[2.88002933159,-1.62536534016]
[0.484124257614,5.66283340145]
[1.37713772512,1.23176325882]
[1.55618834244,1.72471706869]
[1.8202589919,4.64676386532]
[2.01233333919,0.248024075557]
[-0.0424960358448,4.43844935079]
[3.60760509188,-1.42283804941]
[2.43207803038,4.35927955289]
[3.32376408703,0.729676381998]
[-2.7442476987,3.6611919423]
[2.31360168553,0.911080450525]
[0.123684231376,4.32674708306]
[1.75514283415,1.65833397773]
[-3.2395662267,3.2928623345]
[0.487238871767,0.26485246108]
[2.11636619589,0.720568852107]
[1.63055941327,1.34112987354]
[0.970528535583,2.69997345137]
[2.05168797945,1.0434941979]
[-0.123261514423,4.39078871318]
[0.753664397598,3.39070810941]
[1.92950292545,0.369613313493]
[0.11371508333,-0.293074613144]
[-0.823556448186,3.7357838112]
[2.07281276925,1.51293602697]
[-0.465652396151,2.86001621979]
[1.22726819455,5.35854525263]
[0.0461135760222,4.12519823536]
[2.8413695865,0.632372360435]
[-1.25617964734,2.21621444808]
[0.1810032963,2.6232897538]
[2.52527529517,-0.330487766172]
[1.54346268467,-0.0444740353091]
[-1.7793215752,5.80164195752]
[0.340839639927,5.15661709572]
[-1.49667019028,2.7199626541]
[1.05753703765,1.83809515123]
[-1.82704214351,4.62766543364]
[1.08508534946,2.80837645219]
[3.74565249039,0.0862137388374]
[-0.498890404485,5.31448104344]
[1.54017136523,-0.212053204917]
[1.0894329286,0.941175698804]
[0.721696304299,4.06216159547]
[0.74397607136,5.03271719483]
[-1.63812247035,1.77654781088]
[2.24118552995,0.973223566973]
[1.93710808724,-0.569082640653]
[0.509424532494,2.88688121432]
[-1.39681435892,3.37827104494]
[-3.31620204928,3.73642868537]
[1.94938053467,1.04648580793]
[2.71945925987,2.05217452846]
[1.94152159582,4.78046658481]
[-2.47059235492,2.11363930341]
[3.14358278348,-2.08370835036]
[-1.37654092915,2.70593304719]
[3.79535083635,-0.277040162794]
[-0.775896507937,3.45759506721]
[-1.65929263188,2.92563429382]
[-1.94582565909,2.62092003872]
[0.80886128909,1.38824691377]
[0.663842499129,2.08507432705]
[-2.2790346084,1.59698712199]
[-1.80532128329,3.35943338764]
[1.2158528384,3.93398616114]
[-1.85714352695,3.29464068628]
[2.6376024797,1.74216221666]
[0.845536609389,0.571078088015]
[0.566051385766,5.68596921584]
[1.86495262693,1.12523478012]
[2.02970982718,3.74037966433]
[2.33778599154,-0.192822410863]
[-0.753774823833,3.69175079098]
[1.99490228392,0.909243827769]
[-0.576410462513,6.41394085167]
[-0.866938255282,1.20270330688]
[-0.595337959205,3.3080052008]
[2.05608969877,2.12091996989]
[0.632073622079,4.05107665541]
[1.52121496758,-1.26676520169]
[-2.84071596747,2.28757742291]
[1.62017415205,2.86279522894]
[0.647831815057,2.57674330071]
[-1.34120170022,0.788979815436]
[-1.19548217226,3.82089183225]
[0.970342672713,5.66984739585]
[2.73975293084,2.95273995219]
[-1.14721519535,3.22612451535]
[2.40812549495,0.628390952294]
[2.91100501893,0.927628835806]
[-0.270430762266,2.38911770635]
[1.80346733479,0.141272544698]
[0.354341920308,4.46755777375]
[3.57449354145,-0.449455709798]
[4.16500448481,1.4089661532]
[-0.139307286017,3.62595869232]
[1.16002357398,3.5374776755]
[-2.14499760215,3.63850533089]
[1.33245503375,0.735128718809]
[-2.56954503316,3.06244234052]
[1.73730780369,4.42546234394]
[1.11679197934,0.69264545348]
[1.77691921955,1.50261863581]
[-0.808291539017,2.30217526592]
[-2.21976688631,1.91252432328]
[-2.50548539494,3.31344207108]
[-0.324169778054,4.22744824337]
[0.724766384829,4.20722914439]
[-0.0643291515386,3.98818420406]
[0.761774972058,5.9668262852]
[0.203077568323,2.81385431923]
[1.13093891219,5.34535571627]
[-0.609582496634,5.33510643181]
[0.460794887944,4.26226792937]
[0.379956040096,4.25122003118]
[0.732766767648,0.361416875246]
[1.24838072181,3.84008288031]
[2.15163369116,-0.0366823559251]
[1.83280387377,5.93050810375]
[1.07168195437,6.64119698893]
[-0.95858715108,3.64101171133]
[0.465422780288,2.85015745114]
[-3.57240429545,3.95720176644]
[0.235214545142,4.36379639441]
[3.38555198932,1.04438933901]
[-1.19685812375,2.9174022819]
[0.37085233053,6.13180266897]
[-2.01104635276,4.38026294118]
[1.40704121349,4.15389573572]
[0.67548620207,3.64317873347]
[1.79331884331,4.37754117972]
[-2.47023116942,1.97075427344]
[-1.03340884296,3.78502190195]
[2.03749264866,2.43526465113]
[-1.72296676072,2.01173660146]
[1.5547327323,0.971886300935]
[5.07493711739,1.50011959115]
[0.848028104519,4.03201576096]
[4.78948574411,1.89419740684]
[1.18296059025,4.83482983443]
[1.67032614623,-0.457419284251]
[2.13727941236,2.0848820569]
[0.924379205552,3.81275144723]
[-0.617569429973,5.3221604235]
[1.42446536297,5.99996890028]
[-3.51326102331,2.82807070989]
[1.57248848611,0.348571947176]
[-0.44652483008,6.22611208289]
[-0.145241062488,3.2824753178]
[-0.306492839742,3.09696482102]
[2.24416416347,0.233222359067]
[1.93045965945,4.84793207981]
[5.06131907458,0.968806370662]
[-2.67546396221,2.50018205829]
[-0.147340155464,2.68790157847]
[1.96123881637,-0.63796016736]
[3.56948847011,-0.975749238268]
[-0.454119833078,1.80703640974]
[-1.49767136165,2.23802225677]
[-1.58810517017,2.7531711521]
[-0.0415972245079,3.5761184503]
[2.60010425235,0.541721574268]
[-1.44239917069,3.94967154334]
[-2.12818780284,1.77062081987]
[1.10920734565,2.13381290011]
[-1.44674911937,3.24644942087]
[1.22614128762,3.09953582605]
[2.37761490984,3.89340553379]
[1.28254256685,5.30293717765]
[-1.26731091595,2.44997649114]
[2.31158635535,3.89051252211]
[-1.1900708981,3.1120861278]
[-1.05820919795,4.28091076702]
[0.642615301717,0.45342256483]
[-2.7649624449,4.63704590555]
[3.19317122949,0.402063661079]
[1.34409028806,2.0015055858]
[1.97442643138,1.43056290219]
[1.61999117985,0.16111734595]
[-0.623797056635,2.91692947092]
[2.34725908484,3.79394408531]
[3.28339755677,0.879808310608]
[0.908324958156,6.6640159131]
[0.371529282403,2.89489636548]
[0.0699203027573,4.21216952558]
[2.55513527296,3.5082867774]
[2.73206865351,0.0741142263889]
[3.88811739341,-0.486701913328]
[-1.62030538746,2.42195206546]
[2.33722214065,1.74272771523]
[1.98235676811,0.677608271519]
[1.22249283982,3.38580302144]
[-1.20281119034,2.82511811655]
[1.66608824308,5.60563355701]
[-1.70764743796,1.00802154107]
[-1.06935519105,3.5183780995]
[1.41510645858,-0.0042265735072]
[0.328110550524,1.34112367794]
[-1.12259646428,4.70886237008]
[-2.11457084259,2.14163908778]
[-0.853456618564,4.76713322714]
[-0.931715326908,2.83261141119]
[1.59025138702,3.72733267449]
[-0.425369438718,2.01434164522]
[-0.00924065913766,2.83195231998]
[1.13576237254,1.62375944208]
[4.31716269855,0.780873363531]
[2.00052325961,-0.288133424891]
[-0.556695150618,2.48560522286]
[-2.93656645208,2.26155902728]
[-1.58818984849,2.76508301827]
[0.152656802088,3.50908120985]
[2.22663658914,2.88969461089]
[4.00633588099,1.05987866197]
[-0.998727976957,1.41254567465]
[-0.82659736825,3.56571829822]
[2.99157954683,3.3201925361]
[1.35811875234,4.79404041308]
[-1.61499518684,2.43380953718]
[1.89557660996,1.80676703623]
[-1.03732353211,3.51068316942]
[1.22854085916,6.58938850898]
[1.29029577037,4.6766633363]
[1.83564890416,1.10392011001]
[0.0191119802711,5.31775948156]
[-1.68245103084,3.12337571927]
[2.1383102868,0.22440403853]
[-1.51550959679,1.83013953429]
[3.16614394867,0.079963611255]
[-2.42194642803,2.18043520178]
[1.04529507737,1.31471638236]
[5.00606320778,-1.02740447921]
[-2.56256896986,3.61369537]
[2.3604103729,0.74171664135]
[1.85227714092,2.23686977955]
[2.24444307423,0.515461597226]
[2.27241435938,0.803143075434]
[1.43773895599,4.25730617142]
[0.518270210857,0.0165109105687]
[-1.65370520648,2.74885560113]
[3.01880631256,3.38432614333]
[2.28626425494,4.48171468044]
[-0.840019767695,3.61914664714]
[1.42013331129,4.63746165482]
[-2.44283491595,1.87151110374]
[-1.1320691076,2.52620316727]
[1.65976789752,4.30689774582]
[1.31458561777,5.75057940137]
[1.90150236711,0.590505979908]
